native_pin,mdl_yr,mfg_dt,eph_decal_model_nm,end_cptr_dt,max_Total.Separator.Hours,end_engn_hours_Total.Separator.Hours,Mid_Latitude,Mid_Longitude,Header.Width, City,State,Country
1CQS660ACJ0120542,2017,4/13/2018,S660,12/11/2025,4556.5996,6730.25,-22.2,-56.1,9.143999,Antônio João,Mato Grosso do Sul,Brazil
1CQS770ACL0135197,2020,8/10/2020,S770,11/29/2025,3297.95,4867.05,-24.7,-54.3,,,Paraná,Brazil
1Z0S770AAKE134a1029e,2020,12/9/2019,S770,12/11/2025,4632.9,6763.2,50.9,34.4,5.6,Сушилине,Sumy Oblast,Ukraine
1CQS680AJE0090045,2014,9/2/2014,S680,12/5/2025,3876.55,5442.05,-25.5,-51.6,,Guarapuava,Paraná,Brazil
1H0S680SAG0785401,2016,2/10/2016,S680,12/8/2025,3143.6,5044.4,42.1,-96.4,9.144,Macy,Nebraska,United States
1J0S660BCJ0125128,2018,11/15/2018,S660,12/3/2025,4424.2,6272.7,-31.5,-58.6,8.9,General Campos,Entre Ríos,Argentina
1Z0S760APLD106fabbff,2020,6/17/2020,S760,12/9/2025,3545.15,4911.6,51,32.2,5.6,Барбурське,Chernihiv Oblast,Ukraine
1CQS680ACE0090208,2014,12/15/2014,S680,11/3/2025,4283,5548.7,-18.8,-52.6,,Chapadão do Sul,Mato Grosso do Sul,Brazil
1H0S680STC0746289,2012,5/2/2012,S680,12/11/2025,4095.7,5206.9,-32.9,119.4,12,Varley,Western Australia,Australia
1H0S670SJE0766771,2014,6/12/2014,S670,11/26/2025,3521.0498,4840.25,49.1,-107.8,10.667999,Orkney,Saskatchewan,Canada
1H0S670SPF0775467,2015,2/16/2015,S670,12/9/2025,3208.7,4582.45,38.2,-99.2,9.144,Larned,Kansas,United States
1Z0T660BLCL05b808f05,2012,3/1/2012,T660,12/4/2025,4030.5999,6501.25,39.5,-2.5,,La Alberca de Záncara,Cuenca,Spain
1H0S670SVG0785746,2016,5/31/2016,S670,12/7/2025,4037.6,6555.55,-29.4,23,9.1,Siyathemba NU,Northern Cape,South Africa
1J0S770BCL0130187,2019,3/24/2020,S770,12/7/2025,3817.55,6554.85,-30.8,-59.4,11.9,La Paz,Entre Ríos,Argentina
1Z0S760ATJE174526e2e,2018,6/27/2018,S760,11/7/2025,3030.45,4386.9,51.9,67.3,9.15,,Akmola,Kazakhstan
1Z0S770ACJD10a950896,2018,5/24/2018,S770,12/11/2025,5089.2,8712.6,49.2,26.3,5.6,Іванківці,Khmelnytskyi Oblast,Ukraine
1H0S670SCE0766755,2014,6/11/2014,S670,11/20/2025,3501.9,4733.25,49.1,-107.8,10.667999,Orkney,Saskatchewan,Canada
1Z0W550AADD00a0d3df2,2014,11/1/2013,W550,10/31/2025,4710.1997,7215.75,52.4,66.7,9.299999,,North Kazakhstan,Kazakhstan
1J0S680BEJ0120196,2017,4/12/2018,S680,12/4/2025,4414.05,5705.1,-31.7,-61.1,12,San Carlos Centro,Santa Fe,Argentina
1Z0T550APCH0335a2868,2012,4/1/2012,T550,11/28/2025,5093.8496,8106.7,42.6,-5.3,6.7,Gradefes,León,Spain
1H0S680STF0775778,2015,4/13/2015,S680,12/10/2025,3425.4,4361.75,-28.7,149.9,9.144,Boomi,New South Wales,Australia
1J0S780BPL0130134,2019,5/5/2020,S780,11/7/2025,3230.5,4751.9,-28.6,-61.6,11.54,Villa Minetti,Santa Fe,Argentina
1Z0S660AVHA145742db7,2017,3/7/2017,S660,12/8/2025,3311.05,5104.95,51.1,29.8,7,Димарка,Kyiv Oblast,Ukraine
1H0S660SKG07f4195f5c,2016,6/16/2016,S660,12/8/2025,3627.5999,4948.25,51,68.2,9.143999,,Akmola,Kazakhstan
1H0S670SHE0765823,2014,2/24/2014,S670,12/9/2025,3186.15,4526.1,35.9,-102,6.096,Dumas,Texas,United States
1J0S670BKF0090043,2015,2/24/2015,S670,9/30/2025,3732.25,5853,-34.4,-64.5,8.32,Del Campillo,Córdoba,Argentina
1H0S670SAC0746960,2012,5/23/2012,S670,11/22/2025,3243.45,4967.3,37.2,-102.5,10.973,Campo,Colorado,United States
1Z0S670ACGA16f64a852,2016,1/15/2016,S670,12/11/2025,5554.15,7973.55,49.7,34.4,5.6,Бершацьке,Poltava Oblast,Ukraine
1H0S680SVD0756877,2013,6/6/2013,S680,12/4/2025,3177.15,4528.75,48.7,-102.1,12.192,Kenmare,North Dakota,United States
1H0S690SPF0775254,2015,6/5/2015,S690,12/10/2025,3360.8,4451.95,-32.3,148,,Narromine,New South Wales,Australia
1J0S670BHH0120248,2017,9/22/2017,S670,12/11/2025,3197.6,4569.5,-32.2,-61.7,11.9,El Trébol,Santa Fe,Argentina
1J0S660BLJ0120300,2017,3/12/2018,S660,11/26/2025,3285.6,5190.1,-23.2,-64.1,,Embarcación,Salta,Argentina
1H0S670SHD0756229,2013,2/27/2013,S670,11/28/2025,3819.25,5188.25,40.3,-97.8,9.144,Davenport,Nebraska,United States
1H0S680SPC0746861,2012,6/28/2012,S680,11/20/2025,3758.55,5514.9,42.1,-88.4,9.144,Hampshire,Illinois,United States
1J0S660BEH0120259,2017,11/29/2017,S660,12/11/2025,7230.1,10972.7,-31.6,-58.5,9.3,San Salvador,Entre Ríos,Argentina
1J0S660BCG0110225,2016,12/5/2016,S660,12/7/2025,5271.9,8241.15,-31.7,-58.4,11.9,San Salvador,Entre Ríos,Argentina
1H0S660SCG07f7ee2b04,2016,6/20/2016,S660,10/27/2025,3245.7998,4805.05,53,66.6,9.143999,,North Kazakhstan,Kazakhstan
1Z0S660ALHA1d2ef0471,2017,6/14/2017,S660,11/4/2025,3414.95,4915.95,0,0,9.143999,,,
1J0S670BHH0120105,2017,3/6/2017,S670,11/4/2025,4351.65,6071.5,-26.9,-64.6,,El Palomar,Santiago del Estero,Argentina
1J0S550BJL0135101,2020,5/14/2020,S550,10/4/2025,4736.75,6863.95,-35.6,-63.7,9.7,General Pico,La Pampa,Argentina
1J0S680BKF0110135,2016,12/15/2015,S680,10/9/2025,6583.1,9503.75,-32.4,-61.4,13.9,San Genaro,Santa Fe,Argentina
1H0S680SCC0747349,2012,8/13/2012,S680,12/4/2025,3305.1,4852.05,-25.8,-54.8,10.516,Domingo Martínez de Irala,Alto Paraná,Paraguay
1Z0T670ACGL06b05aabc,2016,3/14/2016,T670,11/25/2025,3515.7998,5381.15,46.5,20.5,7.6,Székkutas,Csongrád-Csanád,Hungary
1H0S660SAG074230d012,2016,6/17/2016,S660,10/29/2025,3125.5498,4236,50.7,80.3,6.0959997,,Abai,Kazakhstan
1J0S770BAL0135108,2020,6/5/2020,S770,12/10/2025,4602.3,6560.1,0,0,12.25,,,
1H0S670SEE0766276,2014,3/19/2014,S670,3/3/2025,4050.55,5235.4,-36.2,144.4,12.1,Pine Grove,Victoria,Australia
1J0S660BVG0110159,2016,3/2/2016,S660,12/9/2025,4330.55,6402.4,-33.9,-64.4,9.8,Vicuña Mackenna,Córdoba,Argentina
1CQS790AKL0135127,2020,10/5/2020,S790,11/30/2025,3100.85,4429.2,-9.4,-45.2,,Gilbués,Piauí,Brazil
1H0S670SJF0776623,2015,9/16/2015,S670,1/10/2025,3291.7498,3972.9,-31.4,118,12.099999,North Baandee,Western Australia,Australia
1H0S680SPC071f177e96,2012,7/9/2012,S680,10/29/2025,3358.7,5257.1,54.6,70.7,10.363,,North Kazakhstan,Kazakhstan
1CQS550APE0090058,2014,7/2/2014,S550,11/29/2025,3545.1,4561.95,-23.5,-50.8,9,,Paraná,Brazil
1J0S670BLJ0120433,2017,7/25/2018,S670,12/11/2025,3362.75,4856.05,-34.2,-60.7,8.32,Rojas,Buenos Aires Province,Argentina
1J0S670BCH0120230,2017,9/2/2017,S670,12/10/2025,3684.3,5608.55,-33.5,-60.9,12,Máximo Paz,Santa Fe,Argentina
1H0S680SCC0746878,2012,6/29/2012,S680,11/6/2025,3446.4,4702.75,50.8,-109.7,12.191999,Mendham,Saskatchewan,Canada
1J0S670BEH0120316,2017,11/29/2017,S670,12/11/2025,4044.95,6280,-38.8,-60.1,12,San Francisco de Bellocq,Buenos Aires Province,Argentina
1Z0S670AAHB1d81417b2,2017,6/28/2017,S670,10/28/2025,3178.2,4556.35,48.8,34.3,,Молодіжне,Dnipropetrovsk Oblast,Ukraine
1Z0S670ALGA14f20fd2a,2016,7/8/2016,S670,12/11/2025,5720.4,8138.5,49.7,34.4,5.6,Бершацьке,Poltava Oblast,Ukraine
1J0S550BCF0105109,2015,11/5/2015,S550,12/10/2025,4691.95,7266.9,-38.1,-59.7,9.1,Deferrari,Buenos Aires Province,Argentina
1Z0W540BEEL07fda99d7,2014,1/1/2014,W540,9/26/2025,3223.6,4211.65,41.6,-5,6.1,Berceruelo,Valladolid,Spain
1Z0T660AJCL0070bfa89,2012,1/1/2012,T660,11/26/2025,3047.7498,5295.1,48.2,17.6,7.4999995,Sládkovičovo,Trnava,Slovakia
1CQS660ALK0125544,2018,1/18/2019,S660,12/10/2025,3415,5535.2,-25.2,-54.3,,,Paraná,Brazil
1J0S670BTF0110157,2016,12/22/2015,S670,12/4/2025,4091.1,5542.3,-31.3,-62.2,12,Luxardo,Córdoba,Argentina
1J0S670BAG0110265,2016,11/11/2016,S670,12/10/2025,3991.8,5590.4,-32.3,-62.5,9.45,Chilibroste,Córdoba,Argentina
1H0S770SPH0800030,2018,11/14/2017,S770,10/31/2025,3426.75,5262.65,-26.2,28.7,9.14,Victor Khanye NU,Mpumalanga,South Africa
1H0S670SCB0745604,2011,12/5/2011,S670,12/4/2025,3630.65,5591.9,46.7,-118.5,8.687,Washtucna,Washington,United States
1Z0W540ALFD0d1a8cfd2,2015,7/10/2015,W540,11/25/2025,4455.1997,6360.35,51.7,52.2,9.139999,,West Kazakhstan,Kazakhstan
1H0S670SJF0775455,2015,2/15/2015,S670,12/11/2025,3434,4277.65,-29.3,115.8,12.1,Dudawa,Western Australia,Australia
1Z0S680APHC15fd337b1,2017,4/10/2017,S680,11/10/2025,5817.4497,12834.8,51.4,33.7,10.499999,Стара Шарпівка,Sumy Oblast,Ukraine
1CQS550ALK0125539,2018,1/17/2019,S550,12/10/2025,4256.8,6813.15,-25.1,-54.3,,,Paraná,Brazil
1H0S690SLC0745675,2012,4/16/2012,S690,12/1/2025,3993.3,5715.1,-28.4,149.7,12,Bungunya,Queensland,Australia
1Z0S670ALHB1c77fa82f,2017,6/30/2017,S670,12/4/2025,3402.15,5398.55,50.1,32.7,5.6,Іванівка,Poltava Oblast,Ukraine
1Z0T660BAGP1805ad454,2017,12/1/2016,T660,10/25/2025,3183.3,4738.85,42.1,-3.9,6.25,Villahoz,Burgos,Spain
1Z0S780AELF17741a1a6,2020,6/22/2020,S780,12/11/2025,4178.1,8752.85,51.5,33.5,8.4,,Sumy Oblast,Ukraine
1J0S780BAN0140169,2022,3/23/2022,S780,11/20/2025,3997.2,5035.1,-26.7,-61.9,11.55,Sachayoj,Santiago del Estero,Argentina
1J0S660BEH0120102,2017,3/9/2017,S660,12/4/2025,4376.2,7929.35,-33.2,-64,8.4,Las Acequias,Córdoba,Argentina
1J0S670BHH0120203,2017,7/26/2017,S670,12/10/2025,5222.35,8495.5,-29.8,-62,11.02,Ceres,Santa Fe,Argentina
1Z0S670ACHA111dafec1,2017,4/6/2017,S670,12/11/2025,5127.9,8151.05,50,24.3,9,Велике Колодно,Lviv Oblast,Ukraine
1H0S770SCL0810263,2020,2/27/2020,S770,7/22/2025,3800.1,5694.2,39,117.7,10.668,Tianjin,,China
1J0S670BLF0090101,2015,6/12/2015,S670,11/22/2025,6506.4,10745.2,-23.1,-64.3,12,San Ramón de la Nueva Orán,Salta,Argentina
1CQS660APG0110380,2016,6/3/2016,S660,12/9/2025,4172.7,6059.4,-17.4,-48,,,Goiás,Brazil
1H0S680SLD0757790,2013,9/5/2013,S680,12/4/2025,3082.15,4734.7,-26,-54.7,12,Ñacunday,Alto Paraná,Paraguay
1J0S770BTK0130111,2019,6/28/2019,S770,12/11/2025,3342.15,4708.45,-34.8,-62.9,12.5,Piedritas,Buenos Aires Province,Argentina
1Z0W550AEBD06ac14b08,2012,12/1/2011,W550,12/9/2025,4017,6781.7,54,63.6,9,,Kostanay,Kazakhstan
1J0S670BCH0120284,2017,10/14/2017,S670,6/21/2025,5401.2,7856.6,-38.1,-58.8,12,Lobería,Buenos Aires Province,Argentina
1Z0S660AJFB04b1a28f7,2015,7/13/2015,S660,10/15/2025,4289.3,6253.9,52.6,67.2,,,North Kazakhstan,Kazakhstan
1CQS660AKG0110476,2016,10/15/2016,S660,12/9/2025,3033.1,4632.3,-25.4,-51.8,9.144,,Paraná,Brazil
1Z0S660ACFA1b8068ec5,2016,12/3/2015,S660,10/11/2025,6287.4,10485.5,45.7,28.6,8.9,Болград,Odesa Oblast,Ukraine
1H0S670SHC0700235906,2012,3/7/2012,S670,12/1/2025,3232.4998,5520,0,0,10.2,,,
1J0S760BKL0130155,2019,1/16/2020,S760,12/11/2025,3290.45,4676.3,-34,-62.7,10.6,La Cesira,Córdoba,Argentina
1Z0S670BLEM079b83133,2014,6/1/2014,S670H,11/18/2025,3528.7998,5150.8,46.7,27.8,9,Tanacu,Vaslui,Romania
1H0S670SCE07aa3ed1fb,2014,2/7/2014,S670,12/11/2025,3880.95,6468.85,50.5,29.8,5.6,Липівка,Kyiv Oblast,Ukraine
1H0S680STE0766108,2014,4/11/2014,S680,12/11/2025,3006.4,4785.95,38.1,-94.9,12.192,Blue Mound,Kansas,United States
1CQS680AKF0090269,2015,1/30/2015,S680,9/8/2025,4079.45,5731.8,-11.5,-45.7,12,Riachão das Neves,Bahia,Brazil
1H0S680SCC0746122,2012,4/4/2012,S680,11/14/2025,3655.9,5304.7,49.1,-101,,Lyleton,Manitoba,Canada
1Z0T660AVKU17768cf37,2019,5/13/2019,T660,11/9/2025,3521.35,5396.3,42.1,-5.4,6,Valderas,León,Spain
1H0S670SLC0746460,2012,4/3/2012,S670,1/8/2025,3095.05,3937.85,-31.8,116.9,10.8,Malebelling,Western Australia,Australia
1Z0S660AKFA0a156256a,2015,3/24/2015,S660,12/11/2025,3351.7998,5170.4,50.5,28.5,5.6,Грабняк,Zhytomyr Oblast,Ukraine
1H0S670STG0786078,2016,8/19/2016,S670,11/24/2025,3234.25,4235.35,37.7,-102,,Manter,Kansas,United States
1J0S670BEF0090070,2015,4/13/2015,S670,8/22/2025,4711.8,8291.1,-33.9,-64.4,12,Vicuña Mackenna,Córdoba,Argentina
1Z0S670ALEB0bb329f8c,2014,5/1/2014,S670,12/3/2025,4365.3496,6364.35,48.2,32.1,5.6,Софіївка,Kirovohrad Oblast,Ukraine
1J0S660BCG0110239,2016,12/7/2016,S660,12/10/2025,3580.8,4801.15,-36.5,-61.6,9,Pirovano,Buenos Aires Province,Argentina
1J0S660BEH0120133,2017,5/11/2017,S660,11/28/2025,6018,10880.05,-24.8,-65.1,10.5,Salta,Salta,Argentina
1H0S680SHC0747521,2012,8/31/2012,S680,11/7/2025,3281.9,5232.05,40.6,-88.2,9.144,Roberts,Illinois,United States
1J0S660BAG0110194,2016,8/22/2016,S660,12/3/2025,4632.95,6990.55,-32.5,-62.1,10.5,Saira,Córdoba,Argentina
1J0S680BLF0110112,2015,9/15/2015,S680,12/11/2025,6563.35,8438.25,-37,-63,12,Yutuyaco,Buenos Aires Province,Argentina
1H0S680SAF0776163,2015,6/6/2015,S680,12/11/2025,3600.8,4471.35,-35.5,142.9,9,Sea Lake,Victoria,Australia
1J0S670BVH0120133,2017,4/10/2017,S670,12/11/2025,3919.45,5825.65,-25.8,-61.6,10.92,Lote 33,Chaco,Argentina
1J0S670BJJ0120426,2017,8/1/2018,S670,12/10/2025,4630.7,7024.6,-34.2,-60.7,12.05,Rojas,Buenos Aires Province,Argentina
1Z0W540AVFD0a24c98c2,2015,7/16/2015,W540,10/9/2025,3053.4,3956.8,50.7,65.9,9.143999,,Kostanay,Kazakhstan
1J0S660BEG0110202,2016,10/5/2016,S660,12/6/2025,4913.25,7260.05,-30.9,-63.1,,Villa Fontana,Córdoba,Argentina
1J0S660BVH0120157,2017,6/21/2017,S660,11/19/2025,3275.35,4717.8,-32.3,-64.3,10.4,Los Cóndores,Córdoba,Argentina
1Z0S660APEL093058,2014,2/1/2014,S660,11/13/2025,3568.2498,5681.8,43.2,27.4,7,Кривня,Varna,Bulgaria
1H0S680SEB0745154,2011,5/10/2011,S680,8/26/2025,3365.6,4681.5,0,0,,,,
1CQS770ALN0140679,2021,4/22/2022,S770,7/22/2025,3133.3,4218.15,0,0,8,,,
1H0S680SEC0747147,2012,7/24/2012,S680,8/7/2025,3291.6,4764.7,-24.2,-54.9,5.85,Corpus Christi,Canindeyú,Paraguay
1H0S690SCC0745722,2012,4/30/2012,S690,11/24/2025,3118.5,4391,41.4,-86.8,9.144,Hanna,Indiana,United States
1J0S670BHE0090003,2014,10/30/2014,S670,9/16/2025,4897.8,7039.05,-33.2,-64.7,10.4,La Carolina,Córdoba,Argentina
1Z0W660ACJN10fcc3d04,2018,3/20/2018,W660,12/5/2025,3240.05,4320,52.8,23.6,,Dubińska Ferma,Podlaskie Voivodeship,Poland
1CQS760ALK0130174,2019,7/4/2019,S760,4/2/2025,3179.8,4327.05,-25,-50.2,8.85,Ponta Grossa,Paraná,Brazil
1H0S680STC07458f27fd,2012,4/19/2012,S680,12/2/2025,3108.3499,4942.4,46,-0.2,9.15,Les Éduts,Charente-Maritime,France
1J0S680BLG0110192,2016,1/23/2017,S680,11/17/2025,4342.85,5364.4,-32,-64.2,10.5,Monte Ralo,Córdoba,Argentina
1CQS680ATE0090056,2014,9/10/2014,S680,12/8/2025,5785.35,8423.1,-22.8,-55.1,12.2,,Mato Grosso do Sul,Brazil
1H0S690SPD0755356,2013,3/15/2013,S690,12/10/2025,3851.25,5058.5,-35.4,143.5,9,Swan Hill,Victoria,Australia
1J0S670BTJ0125105,2018,2/11/2019,S670,12/11/2025,4595.3,6752.4,-38.4,-61.2,12,El Zorro,Buenos Aires Province,Argentina
1J0S660BAK0125139,2018,3/15/2019,S660,12/11/2025,4622.55,7322.25,-25.1,-64.4,10.4,Joaquin V Gonzalez,Salta,Argentina
1Z0S680AEGC102030,2016,4/8/2016,S680,12/10/2025,6376.15,12122.05,49.8,32.2,11.8,Лукашівка,Cherkasy Oblast,Ukraine
1CQS550APF0090210,2015,1/15/2015,S550,11/26/2025,3180.6,4916.8,0,0,7.5,,,
1J0S670BVG0110345,2016,2/24/2017,S670,12/9/2025,3255,5197.85,-34.9,-62.4,8.32,Florentino Ameghino,Buenos Aires Province,Argentina
1H0S680STF0775957,2015,5/13/2015,S680,12/11/2025,4747.65,6254.8,-35.4,143.6,12,Castle Donnington,Victoria,Australia
1CQS660AEF0110177,2015,8/11/2015,S660,12/3/2025,3608.1,5186.65,-13.1,-55.8,9,Sorriso,Mato Grosso,Brazil
1Z0T670BVDL0e5bb5008,2013,5/1/2013,T670,11/4/2025,3062.65,5211.85,47.4,5.7,,Velesmes-Échevanne,Haute-Saône,France
1Z0T660ACHE1a228cf6b,2017,4/4/2017,T660,9/29/2025,3292.45,4564.3,47.9,34.3,8.2,Криничувате,Dnipropetrovsk Oblast,Ukraine
1CQS670AEE0090145,2014,7/11/2014,S670,11/11/2025,3905.5,6424.05,-12.5,-57.2,9.9,,Mato Grosso,Brazil
1J0S660BHH0120101,2017,3/15/2017,S660,12/11/2025,3399.4,4913.2,-34.3,-59.7,10.4,Carmen de Areco,Buenos Aires Province,Argentina
1H0S680SCC0746394,2012,5/16/2012,S680,11/5/2025,3125.2,4569.7,39.8,-85.4,12.192,Lewisville,Indiana,United States
1H0S670SEC0746817,2012,5/11/2012,S670,12/11/2025,4377.8,5372.4,-30.9,118,13.5,Welbungin,Western Australia,Australia
1H0S670STC0747081,2012,6/6/2012,S670,12/11/2025,3517.7,5555.3,40.1,-94.2,10.668,Pattonsburg,Missouri,United States
1H0S680SAE0766845,2014,6/3/2014,S680,12/11/2025,4531.85,5482.15,-29.3,115.7,12.2,Yandanooka,Western Australia,Australia
1Z0W540AAFD0138bab4e,2015,3/31/2015,W540,11/26/2025,3189.45,5721.8,42.9,74.5,4.2,,,Kyrgyzstan
1Z0S770AAJD1e6b3188f,2018,3/16/2018,S770,12/11/2025,4538.65,7472.1,50.1,26.3,5.6,Малі Калетинці,Khmelnytskyi Oblast,Ukraine
1J0S680BCF0110137,2016,12/1/2015,S680,11/28/2025,5133.9,7708.35,-30.7,-63.8,13.65,Cañada de Luque,Córdoba,Argentina
1H0S690STD0755422,2013,4/4/2013,S690,12/10/2025,3175.55,4534.15,48.8,-96.2,11.887,Greenbush,Minnesota,United States
1CQS690ATH0120103,2017,3/7/2017,S690,11/10/2025,4313,6792.45,-26.1,-61.2,9.45,Juan José Castelli,Chaco,Argentina
1J0S660BPF0090035,2015,3/9/2015,S660,12/11/2025,4381.6,6313.9,-38.6,-60.9,10.4,Aparicio,Buenos Aires Province,Argentina
1J0S670BEF0110110,2015,8/7/2015,S670,12/11/2025,7166.9,10777.4,-39,-62.4,10.5,Teniente Origone,Buenos Aires Province,Argentina
1H0S680SEC0747410,2012,8/22/2012,S680,12/11/2025,3318.9,4388.65,-33.2,121.5,12.2,Lort River,Western Australia,Australia
1H0S770SVJ0800721,2018,5/3/2018,S770,6/5/2025,4070.1,6644.4,21.2,-87.8,8.3,Tizimín,Yucatán,Mexico
1J0S550BHL0130116,2019,1/21/2020,S550,12/11/2025,4480.15,7384.4,-37.1,-58,9,La Constancia,Buenos Aires Province,Argentina
1J0S670BHH0120265,2017,10/4/2017,S670,11/20/2025,3475.9,4886.55,-33.3,-64.6,,Las Vertientes,Córdoba,Argentina
1J0S680BPF0090015,2015,3/17/2015,S680,12/10/2025,4978.95,6639,-35,-60.3,12,Alberti,Buenos Aires Province,Argentina
1CQS690AAH0120157,2017,9/27/2017,S690,12/10/2025,4436.75,6006.7,-33.2,-64.3,10.4,Las Acequias,Córdoba,Argentina
1H0S680SCC0746467,2012,5/22/2012,S680,11/13/2025,3258.45,4618.8,-28.5,150.3,,Goondiwindi,Queensland,Australia
1H0S670SAB0745547,2011,12/1/2011,S670,11/27/2025,3082.3,4407.75,0,0,9,,,
1J0S670BEF0090098,2015,5/21/2015,S670,12/11/2025,6654.25,10982.05,-35.6,-60.1,12,San Enrique,Buenos Aires Province,Argentina
1Z0T660APFL0e8cf8245,2015,1/5/2015,T660,11/14/2025,3321.7,4542.65,48,18,5,Zemné,Nitra,Slovakia
1J0S660BHH0120194,2017,8/21/2017,S660,12/10/2025,3515.15,4688.75,-27.4,-61.1,9.88,Pampa Landriel,Chaco,Argentina
1J0S770BCL0130181,2019,3/10/2020,S770,12/11/2025,4125.9,6515.4,-36.8,-62.9,12,Salliqueló,Buenos Aires Province,Argentina
1H0S660SHG07e591f191,2016,6/20/2016,S660,10/18/2025,3071.2998,4482.05,51.1,66.3,9.143999,,Akmola,Kazakhstan
1Z0T560BCHR1d523ba77,2017,2/2/2017,T560,9/24/2025,3172.15,5047.35,42.1,2.8,,Cornellà del Terri,Girona,Spain
1Z0S660APEL078e2cceb,2014,4/1/2014,S660,12/2/2025,4917.7495,8590.45,41,23.4,6.45,Dimitritsion,Central Macedonia,Greece
1J0S670BKF0090088,2015,5/27/2015,S670,12/11/2025,6612.15,10091,0,0,12.1,,,
1J0S770BCL0135115,2020,9/29/2020,S770,12/11/2025,3208.45,4510.5,-35.9,-63.9,12,Dorila,La Pampa,Argentina
1H0S680SPF0776172,2015,6/8/2015,S680,1/14/2025,3229.2,4026.95,-32.6,117.2,11.799999,East Popanyinning,Western Australia,Australia
1J0S670BCH0120222,2017,8/22/2017,S670,12/6/2025,4840.95,6367.7,-32.4,-63.3,11.95,Villa María,Córdoba,Argentina
1CQS670AKG0110368,2016,3/15/2016,S670,12/11/2025,3078.7,4937.85,-32.7,-58,12.05,Fray Bentos,Río Negro,Uruguay
1H0S660SJB0745537,2011,11/29/2011,S660,11/28/2025,3630.7,0,-26.9,28.4,,Dipaleseng NU,Mpumalanga,South Africa
1J0S670BAG0110220,2016,8/24/2016,S670,12/11/2025,5781.4,8175.35,-33.6,-60.8,12,Pearson,Buenos Aires Province,Argentina
1H0S670SJH0795532,2017,4/17/2017,S670,12/8/2025,3317.9,4717.9,38.1,-99,9.144,Larned,Kansas,United States
1J0S670BVH0120293,2017,11/8/2017,S670,12/9/2025,3322.9,5087.25,-34.7,-60.1,12.15,Coronel Mon,Buenos Aires Province,Argentina
1Z0S670ACFA13a791795,2016,11/13/2015,S670,5/6/2025,3774.95,6302.5,48.3,29.3,7.3999996,Жабокричка,Vinnytsia Oblast,Ukraine
1Z0W540APDH0bc9557a3,2013,2/1/2013,W540,9/11/2025,3758.1,5340.4,39.2,-3.9,5.9,Malagón,Ciudad Real,Spain
1J0S670BLH0120118,2017,3/31/2017,S670,11/17/2025,4484.95,7122.65,-27.1,-64.9,12,Alderetes,Tucumán,Argentina
1Z0S660AAEL0fbad124e,2014,2/1/2014,S660,3/22/2025,3077.3499,4411,49.9,30.2,7.6,Соколівка,Kyiv Oblast,Ukraine
1CQS680AVF0110363,2016,12/9/2015,S680,8/4/2025,3008.5,4034.8,-16.7,-50.1,12.5,,Goiás,Brazil
1J0S670BPH0120238,2017,1/25/2018,S670,12/11/2025,4591.1,7059.75,-38,-63,12,Estela,Buenos Aires Province,Argentina
1H0S680SVD0765031,2014,11/1/2013,S680,10/19/2025,3720.1,5016.9,43.1,-93,9.144,Nora Springs,Iowa,United States
1H0S680SEC0745950,2012,3/20/2012,S680,12/9/2025,3210.8,4188.85,0,0,9.144,,,
1CQS670ACG0110477,2016,7/29/2016,S670,6/28/2025,3355.85,4702.1,0,0,12,,,
1CQS550AJJ0125422,2018,11/26/2018,S550,12/11/2025,4409.05,7019.1,-23.2,-49.2,9,Cerqueira César,São Paulo,Brazil
1H0S680SAC072fc53865,2012,7/14/2012,S680,10/31/2025,3539.5999,5579.25,54.6,70.7,10.363,,North Kazakhstan,Kazakhstan
1J0S680BVG0110173,2016,10/5/2016,S680,12/11/2025,7830.05,11555.3,-38.2,-60.1,12,San Mayol,Buenos Aires Province,Argentina
1CQS660AJE0090311,2014,11/19/2014,S660,12/10/2025,3276.45,4477.8,-30.1,-50.5,,Capivari do Sul,Rio Grande do Sul,Brazil
1H0S660SCC0747355,2012,9/25/2012,S660,12/10/2025,3031.95,4667.7,43.5,-89.6,6.096,Baraboo,Wisconsin,United States
1H0S670STC0746724,2012,5/4/2012,S670,12/3/2025,3031.9,4615.2,-17.6,-61.7,12.192,,Santa Cruz,Bolivia
1Z0S660AVFA0efd689c2,2015,6/17/2015,S660,12/5/2025,3705.45,6740.95,50,28.2,5.7999997,Бабушки,Zhytomyr Oblast,Ukraine
1J0S660BLG0110245,2016,12/14/2016,S660,9/26/2025,3408.3,4573.4,-30.6,-64,,Las Peñas,Córdoba,Argentina
1CQS760AVL0130464,2019,2/19/2020,S760,12/6/2025,3273.3,4760.55,-21.8,-45.2,10.23,Cambuquira,Minas Gerais,Brazil
1H0S660SHC0745806,2012,2/2/2012,S660,9/25/2025,5293.6997,8957.1,-27.5,27.3,5.4599996,Ngwathe NU,Free State,South Africa
1Z0S660ALFB01f1c241c,2015,7/17/2015,S660,10/27/2025,3245.0498,5602.75,54.4,67,,,North Kazakhstan,Kazakhstan
1CQS550ACJ0125298,2018,10/5/2018,S550,11/26/2025,3181.95,5001,-28.3,-51.3,9.5,Muitos Capões,Rio Grande do Sul,Brazil
1H0S690SHF0775426,2015,9/11/2015,S690,10/20/2025,3652.05,5666.55,-33.3,149.1,12,Orange,New South Wales,Australia
